FECHA,DEPARTAMENTO,INDICADOR,IPC,MENSUAL,ACUMULADO,ANUAL
2025-10-01,HUANCAVELICA,Índice general de precios al consumidor,111.04,-0.5,-0.8,-0.9
2025-11-01,HUANCAVELICA,Índice general de precios al consumidor,111.19,0.1,-0.7,-0.9
2025-12-01,HUANCAVELICA,Índice general de precios al consumidor,111.3,0.1,-0.6,-0.6
2026-01-01,HUANCAVELICA,Índice general de precios al consumidor,111.37,0.1,0.1,-0.3
2026-02-01,HUANCAVELICA,Índice general de precios al consumidor,111.56,0.2,0.2,0.2
2026-03-01,HUANCAVELICA,Índice general de precios al consumidor,112.93,1.2,1.5,1.3
2026-04-01,HUANCAVELICA,Índice general de precios al consumidor,114.68,1.5,3,3.1
2022-01-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,101.23,NA,NA,NA
2022-02-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,100.43,-0.8,NA,NA
2022-03-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,102.09,1.7,NA,NA
2022-04-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,106.36,4.2,NA,NA
2022-05-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,105.41,-0.9,NA,NA
2022-06-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,107.47,2,NA,NA
2022-07-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,110.13,2.5,NA,NA
2022-08-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,111.12,0.9,NA,NA
2022-09-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,115.4,3.9,NA,NA
2022-10-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,115.51,0.1,NA,NA
2022-11-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,114.9,-0.5,NA,NA
2022-12-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,116.53,1.4,NA,NA
2023-01-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,116.24,-0.2,-0.2,14.8
2023-02-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,115.68,-0.5,-0.7,15.2
2023-03-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,119.12,3,2.2,16.7
2023-04-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,119.36,0.2,2.4,12.2
2023-05-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,120.73,1.1,3.6,14.5
2023-06-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,119.23,-1.2,2.3,10.9
2023-07-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,119.83,0.5,2.8,8.8
2023-08-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,123.21,2.8,5.7,10.9
2023-09-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,121.94,-1,4.6,5.7
2023-10-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,120.22,-1.4,3.2,4.1
2023-11-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,118.78,-1.2,1.9,3.4
2023-12-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,119.25,0.4,2.3,2.3
2024-01-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,118.37,-0.7,-0.7,1.8
2024-02-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,117.49,-0.7,-1.5,1.6
2024-03-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,119.61,1.8,0.3,0.4
2024-04-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,119.11,-0.4,-0.1,-0.2
2024-05-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,118.04,-0.9,-1,-2.2
2024-06-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,117.19,-0.7,-1.7,-1.7
2024-07-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,118.13,0.8,-0.9,-1.4
2024-08-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,120.2,1.8,0.8,-2.4
2024-09-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,120.73,0.4,1.2,-1
2024-10-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,119.43,-1.1,0.2,-0.7
2024-11-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,117.76,-1.4,-1.2,-0.9
2024-12-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,116.8,-0.8,-2.1,-2.1
2025-01-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,115.81,-0.8,-0.8,-2.2
2025-02-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,114.53,-1.1,-1.9,-2.5
2025-03-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,115.76,1.1,-0.9,-3.2
2025-04-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,116.4,0.6,-0.3,-2.3
2025-05-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,116.34,-0.1,-0.4,-1.4
2025-06-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,116.38,0,-0.4,-0.7
2025-07-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,116.23,-0.1,-0.5,-1.6
2025-08-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,117.54,1.1,0.6,-2.2
2025-09-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,116.98,-0.5,0.2,-3.1
2025-10-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,115.55,-1.2,-1.1,-3.2
2025-11-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,115.13,-0.4,-1.4,-2.2
2025-12-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,115.82,0.6,-0.8,-0.8
2026-01-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,116.58,0.7,0.7,0.7
2026-02-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,117.18,0.5,1.2,2.3
2026-03-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,119.24,1.8,3,3
2026-04-01,HUÁNUCO,Alimentos y bebidas no alcohólicas,121,1.5,4.5,4
2022-01-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.63,NA,NA,NA
2022-02-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.94,0.3,NA,NA
2022-03-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",100.81,0.9,NA,NA
2022-04-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.13,0.3,NA,NA
2022-05-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.09,-0,NA,NA
2022-06-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.39,0.3,NA,NA
2022-07-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.43,0,NA,NA
2022-08-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.46,0,NA,NA
2022-09-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",100.69,-0.8,NA,NA
2022-10-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",100.73,0,NA,NA
2022-11-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.87,-0.9,NA,NA
2022-12-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.93,0.1,NA,NA
2023-01-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.93,0,0,0.3
2023-02-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",98.85,-1.1,-1.1,-1.1
2023-03-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",98.4,-0.5,-1.5,-2.4
2023-04-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",97.94,-0.5,-2,-3.2
2023-05-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",97.5,-0.4,-2.4,-3.6
2023-06-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",96.87,-0.6,-3.1,-4.5
2023-07-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",96.8,-0.1,-3.1,-4.6
2023-08-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",95.26,-1.6,-4.7,-6.1
2023-09-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",95.68,0.4,-4.3,-5
2023-10-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",96.14,0.5,-3.8,-4.6
2023-11-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",95.84,-0.3,-4.1,-4
2023-12-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",96.71,0.9,-3.2,-3.2
2024-01-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",96.83,0.1,0.1,-3.1
2024-02-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",97.57,0.8,0.9,-1.3
2024-03-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",97.97,0.4,1.3,-0.4
2024-04-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",98.63,0.7,2,0.7
2024-05-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.29,0.7,2.7,1.8
2024-06-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.04,-0.3,2.4,2.2
2024-07-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",98.92,-0.1,2.3,2.2
2024-08-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",100.03,1.1,3.4,5
2024-09-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.88,-0.1,3.3,4.4
2024-10-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",100.09,0.2,3.5,4.1
2024-11-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",100.86,0.8,4.3,5.2
2024-12-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.13,0.3,4.6,4.6
2025-01-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.17,0,0,4.5
2025-02-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.57,0.4,0.4,4.1
2025-03-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.56,-0,0.4,3.7
2025-04-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.24,-0.3,0.1,2.6
2025-05-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.1,-0.1,-0,1.8
2025-06-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",101.04,-0.1,-0.1,2
2025-07-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",100.31,-0.7,-0.8,1.4
2025-08-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.57,-0.7,-1.5,-0.5
2025-09-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.87,0.3,-1.2,-0
2025-10-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",100.7,0.8,-0.4,0.6
2025-11-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.87,-0.8,-1.2,-1
2025-12-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.89,0,-1.2,-1.2
2026-01-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.91,0,0,-1.2
2026-02-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",99.89,-0,0,-1.7
2026-03-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",100.84,1,1,-0.7
2026-04-01,HUÁNUCO,"Alojamiento, agua, electricidad, gas y otros combustibles",102.04,1.2,2.2,0.8
2022-01-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",100,NA,NA,NA
2022-02-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",100.01,0,NA,NA
2022-03-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",100.02,0,NA,NA
2022-04-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",100.02,0,NA,NA
2022-05-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",100.08,0.1,NA,NA
2022-06-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",100.08,0,NA,NA
2022-07-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",100.94,0.9,NA,NA
2022-08-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",105.28,4.3,NA,NA
2022-09-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",106.11,0.8,NA,NA
2022-10-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",106.12,0,NA,NA
2022-11-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",110.41,4,NA,NA
2022-12-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",110.41,0,NA,NA
2023-01-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",110.42,0,0,10.4
2023-02-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",111.3,0.8,0.8,11.3
2023-03-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",112.13,0.7,1.6,12.1
2023-04-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",114.76,2.3,3.9,14.7
2023-05-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",116.59,1.6,5.6,16.5
2023-06-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",116.58,-0,5.6,16.5
2023-07-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",116.58,0,5.6,15.5
2023-08-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",116.55,-0,5.6,10.7
2023-09-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",116.54,-0,5.6,9.8
2023-10-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",116.54,0,5.6,9.8
2023-11-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.88,-2.3,3.1,3.1
2023-12-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.88,0,3.1,3.1
2024-01-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.89,0,0,3.1
2024-02-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.89,0,0,2.3
2024-03-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.9,0,0,1.6
2024-04-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.91,0,0,-0.7
2024-05-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.9,-0,0,-2.3
2024-06-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.89,-0,0,-2.3
2024-07-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.91,0,0,-2.3
2024-08-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.91,0,0,-2.3
2024-09-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.94,0,0.1,-2.2
2024-10-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.95,0,0.1,-2.2
2024-11-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.95,0,0.1,0.1
2024-12-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",114.79,0.7,0.8,0.8
2025-01-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.96,-0.7,-0.7,0.1
2025-02-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",114.87,0.8,0.1,0.9
2025-03-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",113.97,-0.8,-0.7,0.1
2025-04-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",114.86,0.8,0.1,0.8
2025-05-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",117.58,2.4,2.4,3.2
2025-06-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",117.59,0,2.4,3.2
2025-07-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",117.6,0,2.4,3.2
2025-08-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",116.76,-0.7,1.7,2.5
2025-09-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",116.73,-0,1.7,2.4
2025-10-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",116.73,0,1.7,2.4
2025-11-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",115.9,-0.7,1,1.7
2025-12-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",115.87,-0,0.9,0.9
2026-01-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",115.85,-0,-0,1.7
2026-02-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",115.5,-0.3,-0.3,0.5
2026-03-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",115.51,0,-0.3,1.4
2026-04-01,HUÁNUCO,"Bebidas alcohólicas, tabaco y Estupefacientes",115.51,0,-0.3,0.6
2022-01-01,HUÁNUCO,Bienes y servicios diversos,100.21,NA,NA,NA
2022-02-01,HUÁNUCO,Bienes y servicios diversos,100.48,0.3,NA,NA
2022-03-01,HUÁNUCO,Bienes y servicios diversos,101.07,0.6,NA,NA
2022-04-01,HUÁNUCO,Bienes y servicios diversos,101.54,0.5,NA,NA
2022-05-01,HUÁNUCO,Bienes y servicios diversos,102.64,1.1,NA,NA
2022-06-01,HUÁNUCO,Bienes y servicios diversos,102.68,0,NA,NA
2022-07-01,HUÁNUCO,Bienes y servicios diversos,103.67,1,NA,NA
2022-08-01,HUÁNUCO,Bienes y servicios diversos,104.3,0.6,NA,NA
2022-09-01,HUÁNUCO,Bienes y servicios diversos,104.42,0.1,NA,NA
2022-10-01,HUÁNUCO,Bienes y servicios diversos,104.48,0.1,NA,NA
2022-11-01,HUÁNUCO,Bienes y servicios diversos,104.89,0.4,NA,NA
2022-12-01,HUÁNUCO,Bienes y servicios diversos,105.1,0.2,NA,NA
2023-01-01,HUÁNUCO,Bienes y servicios diversos,105.62,0.5,0.5,5.4
2023-02-01,HUÁNUCO,Bienes y servicios diversos,106.42,0.8,1.3,5.9
2023-03-01,HUÁNUCO,Bienes y servicios diversos,107.48,1,2.3,6.3
2023-04-01,HUÁNUCO,Bienes y servicios diversos,107.95,0.4,2.7,6.3
2023-05-01,HUÁNUCO,Bienes y servicios diversos,108.6,0.6,3.3,5.8
2023-06-01,HUÁNUCO,Bienes y servicios diversos,109.02,0.4,3.7,6.2
2023-07-01,HUÁNUCO,Bienes y servicios diversos,109.42,0.4,4.1,5.5
2023-08-01,HUÁNUCO,Bienes y servicios diversos,109.54,0.1,4.2,5
2023-09-01,HUÁNUCO,Bienes y servicios diversos,109.71,0.2,4.4,5.1
2023-10-01,HUÁNUCO,Bienes y servicios diversos,110.14,0.4,4.8,5.4
2023-11-01,HUÁNUCO,Bienes y servicios diversos,110.11,-0,4.8,5
2023-12-01,HUÁNUCO,Bienes y servicios diversos,110.66,0.5,5.3,5.3
2024-01-01,HUÁNUCO,Bienes y servicios diversos,110.92,0.2,0.2,5
2024-02-01,HUÁNUCO,Bienes y servicios diversos,110.88,-0,0.2,4.2
2024-03-01,HUÁNUCO,Bienes y servicios diversos,111.28,0.4,0.6,3.5
2024-04-01,HUÁNUCO,Bienes y servicios diversos,111.58,0.3,0.8,3.4
2024-05-01,HUÁNUCO,Bienes y servicios diversos,111.64,0.1,0.9,2.8
2024-06-01,HUÁNUCO,Bienes y servicios diversos,111.79,0.1,1,2.5
2024-07-01,HUÁNUCO,Bienes y servicios diversos,112.1,0.3,1.3,2.4
2024-08-01,HUÁNUCO,Bienes y servicios diversos,111.91,-0.2,1.1,2.2
2024-09-01,HUÁNUCO,Bienes y servicios diversos,112.12,0.2,1.3,2.2
2024-10-01,HUÁNUCO,Bienes y servicios diversos,112.36,0.2,1.5,2
2024-11-01,HUÁNUCO,Bienes y servicios diversos,112.69,0.3,1.8,2.3
2024-12-01,HUÁNUCO,Bienes y servicios diversos,112.92,0.2,2,2
2025-01-01,HUÁNUCO,Bienes y servicios diversos,113.02,0.1,0.1,1.9
2025-02-01,HUÁNUCO,Bienes y servicios diversos,113.08,0.1,0.1,2
2025-03-01,HUÁNUCO,Bienes y servicios diversos,113.26,0.2,0.3,1.8
2025-04-01,HUÁNUCO,Bienes y servicios diversos,113.5,0.2,0.5,1.7
2025-05-01,HUÁNUCO,Bienes y servicios diversos,113.63,0.1,0.6,1.8
2025-06-01,HUÁNUCO,Bienes y servicios diversos,113.47,-0.1,0.5,1.5
2025-07-01,HUÁNUCO,Bienes y servicios diversos,113.82,0.3,0.8,1.5
2025-08-01,HUÁNUCO,Bienes y servicios diversos,114.46,0.6,1.4,2.3
2025-09-01,HUÁNUCO,Bienes y servicios diversos,114,-0.4,1,1.7
2025-10-01,HUÁNUCO,Bienes y servicios diversos,113.94,-0.1,0.9,1.4
2025-11-01,HUÁNUCO,Bienes y servicios diversos,114.02,0.1,1,1.2
2025-12-01,HUÁNUCO,Bienes y servicios diversos,114.46,0.4,1.4,1.4
2026-01-01,HUÁNUCO,Bienes y servicios diversos,114.73,0.2,0.2,1.5
2026-02-01,HUÁNUCO,Bienes y servicios diversos,115.06,0.3,0.5,1.8
2026-03-01,HUÁNUCO,Bienes y servicios diversos,114.99,-0.1,0.5,1.5
2026-04-01,HUÁNUCO,Bienes y servicios diversos,115.15,0.1,0.6,1.5
2022-01-01,HUÁNUCO,Comunicaciones.,100.22,NA,NA,NA
2022-02-01,HUÁNUCO,Comunicaciones.,100.5,0.3,NA,NA
2022-03-01,HUÁNUCO,Comunicaciones.,100.58,0.1,NA,NA
2022-04-01,HUÁNUCO,Comunicaciones.,100.87,0.3,NA,NA
2022-05-01,HUÁNUCO,Comunicaciones.,100.95,0.1,NA,NA
2022-06-01,HUÁNUCO,Comunicaciones.,100.97,0,NA,NA
2022-07-01,HUÁNUCO,Comunicaciones.,101,0,NA,NA
2022-08-01,HUÁNUCO,Comunicaciones.,100.96,-0,NA,NA
2022-09-01,HUÁNUCO,Comunicaciones.,100.94,-0,NA,NA
2022-10-01,HUÁNUCO,Comunicaciones.,100.92,-0,NA,NA
2022-11-01,HUÁNUCO,Comunicaciones.,100.63,-0.3,NA,NA
2022-12-01,HUÁNUCO,Comunicaciones.,101.23,0.6,NA,NA
2023-01-01,HUÁNUCO,Comunicaciones.,101.26,0,0,1
2023-02-01,HUÁNUCO,Comunicaciones.,101.26,0,0,0.8
2023-03-01,HUÁNUCO,Comunicaciones.,101.27,0,0,0.7
2023-04-01,HUÁNUCO,Comunicaciones.,101.27,0,0,0.4
2023-05-01,HUÁNUCO,Comunicaciones.,101.28,0,0,0.3
2023-06-01,HUÁNUCO,Comunicaciones.,101.28,0,0,0.3
2023-07-01,HUÁNUCO,Comunicaciones.,101.52,0.2,0.3,0.5
2023-08-01,HUÁNUCO,Comunicaciones.,101.35,-0.2,0.1,0.4
2023-09-01,HUÁNUCO,Comunicaciones.,101.35,0,0.1,0.4
2023-10-01,HUÁNUCO,Comunicaciones.,101.35,0,0.1,0.4
2023-11-01,HUÁNUCO,Comunicaciones.,101.35,0,0.1,0.7
2023-12-01,HUÁNUCO,Comunicaciones.,101.35,0,0.1,0.1
2024-01-01,HUÁNUCO,Comunicaciones.,101.35,0,0,0.1
2024-02-01,HUÁNUCO,Comunicaciones.,101.35,0,0,0.1
2024-03-01,HUÁNUCO,Comunicaciones.,101.26,-0.1,-0.1,-0
2024-04-01,HUÁNUCO,Comunicaciones.,101.26,0,-0.1,-0
2024-05-01,HUÁNUCO,Comunicaciones.,101.09,-0.2,-0.3,-0.2
2024-06-01,HUÁNUCO,Comunicaciones.,101.07,-0,-0.3,-0.2
2024-07-01,HUÁNUCO,Comunicaciones.,101.08,0,-0.3,-0.4
2024-08-01,HUÁNUCO,Comunicaciones.,100.99,-0.1,-0.4,-0.4
2024-09-01,HUÁNUCO,Comunicaciones.,101,0,-0.3,-0.3
2024-10-01,HUÁNUCO,Comunicaciones.,101.03,0,-0.3,-0.3
2024-11-01,HUÁNUCO,Comunicaciones.,101.03,0,-0.3,-0.3
2024-12-01,HUÁNUCO,Comunicaciones.,101.26,0.2,-0.1,-0.1
2025-01-01,HUÁNUCO,Comunicaciones.,101.26,0,0,-0.1
2025-02-01,HUÁNUCO,Comunicaciones.,101.15,-0.1,-0.1,-0.2
2025-03-01,HUÁNUCO,Comunicaciones.,101.12,-0,-0.1,-0.1
2025-04-01,HUÁNUCO,Comunicaciones.,101.19,0.1,-0.1,-0.1
2025-05-01,HUÁNUCO,Comunicaciones.,101.1,-0.1,-0.2,0
2025-06-01,HUÁNUCO,Comunicaciones.,101.1,0,-0.2,0
2025-07-01,HUÁNUCO,Comunicaciones.,100.91,-0.2,-0.3,-0.2
2025-08-01,HUÁNUCO,Comunicaciones.,100.91,0,-0.3,-0.1
2025-09-01,HUÁNUCO,Comunicaciones.,100.91,0,-0.3,-0.1
2025-10-01,HUÁNUCO,Comunicaciones.,99.54,-1.4,-1.7,-1.5
2025-11-01,HUÁNUCO,Comunicaciones.,98.52,-1,-2.7,-2.5
2025-12-01,HUÁNUCO,Comunicaciones.,98.47,-0.1,-2.8,-2.8
2026-01-01,HUÁNUCO,Comunicaciones.,98.07,-0.4,-0.4,-3.2
2026-02-01,HUÁNUCO,Comunicaciones.,96.18,-1.9,-2.3,-4.9
2026-03-01,HUÁNUCO,Comunicaciones.,93.95,-2.3,-4.6,-7.1
2026-04-01,HUÁNUCO,Comunicaciones.,92.91,-1.1,-5.6,-8.2
2022-01-01,HUÁNUCO,Educación,100,NA,NA,NA
2022-02-01,HUÁNUCO,Educación,100.57,0.6,NA,NA
2022-03-01,HUÁNUCO,Educación,104.56,4,NA,NA
2022-04-01,HUÁNUCO,Educación,106.59,1.9,NA,NA
2022-05-01,HUÁNUCO,Educación,106.59,0,NA,NA
2022-06-01,HUÁNUCO,Educación,106.59,0,NA,NA
2022-07-01,HUÁNUCO,Educación,106.66,0.1,NA,NA
2022-08-01,HUÁNUCO,Educación,106.66,0,NA,NA
2022-09-01,HUÁNUCO,Educación,106.66,0,NA,NA
2022-10-01,HUÁNUCO,Educación,106.66,0,NA,NA
2022-11-01,HUÁNUCO,Educación,107.08,0.4,NA,NA
2022-12-01,HUÁNUCO,Educación,107.56,0.4,NA,NA
2023-01-01,HUÁNUCO,Educación,107.75,0.2,0.2,7.7
2023-02-01,HUÁNUCO,Educación,107.97,0.2,0.4,7.4
2023-03-01,HUÁNUCO,Educación,112.08,3.8,4.2,7.2
2023-04-01,HUÁNUCO,Educación,112.08,0,4.2,5.2
2023-05-01,HUÁNUCO,Educación,112.08,0,4.2,5.2
2023-06-01,HUÁNUCO,Educación,112.86,0.7,4.9,5.9
2023-07-01,HUÁNUCO,Educación,112.86,0,4.9,5.8
2023-08-01,HUÁNUCO,Educación,112.86,0,4.9,5.8
2023-09-01,HUÁNUCO,Educación,113.28,0.4,5.3,6.2
2023-10-01,HUÁNUCO,Educación,113.28,0,5.3,6.2
